Mat Object: (p_) 2 MPI processes
  type: mpiaij
row 233: (233, 1.17587)  (257, -0.376803)  (286, -0.450791)  (329, -0.348278) 
row 234: (225, -0.521063)  (234, 0.8206)  (314, -0.299537) 
row 235: (25, -0.290127)  (235, 1.1369)  (299, -0.357995)  (622, -0.488781) 
row 236: (222, -0.387565)  (236, 0.703639)  (332, -0.316073) 
row 237: (32, -0.343853)  (201, -0.327738)  (237, 0.909449)  (331, -0.237858) 
row 238: (10, -0.483524)  (216, -0.419804)  (238, 3.22521) 
row 239: (42, -0.250379)  (239, 0.408788)  (323, -0.158408) 
row 240: (118, -0.657852)  (165, -0.586191)  (240, 1.86649)  (258, -0.622443) 
row 241: (23, -0.443915)  (106, -0.507323)  (241, 1.28468)  (254, -0.33344) 
row 242: (132, -0.467435)  (242, 1.09312)  (328, -0.413441)  (330, -0.212238) 
row 243: (243, 0.925994)  (270, -0.567992)  (334, -0.358002) 
row 244: (61, -0.450374)  (244, 1.32904)  (246, -0.421606)  (341, -0.457058) 
row 245: (79, -0.389313)  (231, -0.408879)  (245, 1.3676)  (342, -0.569412) 
row 246: (210, -0.393319)  (211, -0.503675)  (244, -0.421606)  (246, 1.3186) 
row 247: (48, -0.638534)  (228, -0.221386)  (247, 1.38043)  (345, -0.520511) 
row 248: (48, -0.370353)  (212, -0.233633)  (213, -0.288373)  (248, 0.892358) 
row 249: (83, -0.412564)  (229, -0.353536)  (249, 1.04627)  (321, -0.280167) 
row 250: (214, -0.380481)  (215, -0.555192)  (250, 1.22557)  (345, -0.289898) 
row 251: (65, -0.556252)  (124, -0.65312)  (161, -0.298608)  (251, 1.50798) 
row 252: (122, -0.737828)  (161, -0.600253)  (168, -0.324802)  (252, 1.66288) 
row 253: (46, -0.567529)  (72, -0.444362)  (137, -0.463376)  (253, 1.47527) 
row 254: (241, -0.33344)  (254, 1.07605)  (268, -0.340111)  (276, -0.402497) 
row 255: (61, -0.273556)  (62, -0.526289)  (194, -0.363217)  (255, 1.16306) 
row 256: (227, -0.473981)  (232, -0.600057)  (256, 1.64173)  (651, -0.567691) 
row 257: (92, -0.410335)  (225, -0.31861)  (233, -0.376803)  (257, 1.10575) 
row 258: (110, -0.757039)  (240, -0.622443)  (258, 1.85573)  (296, -0.476248) 
row 259: (60, -0.389387)  (259, 1.04106)  (282, -0.366033)  (325, -0.28564) 
row 260: (214, -0.504203)  (229, -0.637589)  (260, 1.47833)  (343, -0.336538) 
row 261: (261, 0.843165)  (315, -0.273203)  (343, -0.569962) 
row 262: (210, -0.544923)  (231, -0.910262)  (262, 1.85457)  (344, -0.399382) 
row 263: (263, 1.13179)  (338, -0.327969)  (344, -0.803822) 
row 264: (227, -0.59405)  (264, 2.93934)  (333, -0.835286) 
row 265: (195, -0.502407)  (208, -0.362311)  (209, -0.616408)  (265, 1.48113) 
row 266: (69, -0.604286)  (225, -0.47132)  (266, 1.3903)  (329, -0.314695) 
row 267: (103, -0.547319)  (119, -0.649748)  (207, -0.61768)  (267, 1.81475) 
row 268: (107, -0.413356)  (163, -0.346704)  (254, -0.340111)  (268, 1.10017) 
row 269: (55, -0.301024)  (142, -0.440207)  (194, -0.31125)  (269, 1.05248) 
row 270: (200, -0.233372)  (202, -0.460464)  (243, -0.567992)  (270, 1.26183) 
row 271: (226, -0.423462)  (271, 1.11424)  (287, -0.372388)  (331, -0.318389) 
row 272: (11, -0.435811)  (31, -0.430499)  (136, -0.382792)  (272, 1.2491) 
row 273: (161, -0.623559)  (162, -0.385423)  (273, 1.3534)  (335, -0.344418) 
row 274: (65, -0.580536)  (209, -0.561859)  (274, 1.53703)  (288, -0.394632) 
row 275: (90, -0.374987)  (137, -0.4383)  (189, -0.528247)  (275, 1.34153) 
row 276: (150, -0.391127)  (254, -0.402497)  (276, 1.13114)  (285, -0.337517) 
row 277: (0, -0.279403)  (20, -0.570215)  (277, 1.36905)  (313, -0.519427) 
row 278: (19, -0.274148)  (97, -0.489558)  (278, 1.2478)  (296, -0.484089) 
row 279: (5, -0.398528)  (53, -0.546912)  (279, 1.32887)  (311, -0.383427) 
row 280: (178, -0.489425)  (188, -0.353514)  (280, 1.25708)  (310, -0.414139) 
row 281: (169, -0.466854)  (179, -0.469015)  (181, -0.423554)  (281, 1.35942) 
row 282: (63, -0.398314)  (139, -0.266834)  (259, -0.366033)  (282, 1.03118) 
row 283: (60, -0.460583)  (110, -0.605797)  (176, -0.516404)  (283, 1.58278) 
row 284: (24, -0.359796)  (131, -0.376311)  (218, -0.331547)  (284, 1.06765) 
